id,filename,tags,rating,score
9999993,9999993.jpg,long_hair pink_hair ponytail sidelocks very_long_hair,s,33
9999984,9999984.jpg,short_hair white_hair,s,1
9999983,9999983.jpg,black_hair hair_between_eyes long_hair very_long_hair,s,3
9999978,9999978.jpg,blue_hair short_hair,s,11
9999976,9999976.jpg,ahoge blue_hair short_hair,s,12
9999971,9999971.jpg,grey_hair long_hair very_long_hair,s,5
9999966,9999966.jpg,long_hair,s,21
9999965,9999965.jpg,long_hair sidelocks,s,2
9999959,9999959.jpg,brown_hair long_hair,s,1
9999949,9999949.jpg,braid long_hair purple_hair,s,8
9999947,9999947.jpg,brown_hair hair_ornament long_hair multicolored_hair streaked_hair,s,31
9999945,9999945.jpg,blonde_hair long_hair very_long_hair,s,4
9999942,9999942.jpg,blue_hair ponytail,s,0
9999941,9999941.jpg,grey_hair long_hair very_long_hair,s,11
9999940,9999940.jpg,long_hair very_long_hair,s,0
9999939,9999939.jpg,black_hair hair_between_eyes long_hair,s,26
9999929,9999929.jpg,blonde_hair,s,17
9999926,9999926.jpg,hair_between_eyes hair_ornament long_hair multicolored_hair short_hair streaked_hair,s,26
9999923,9999923.jpg,braid long_hair multicolored_hair pink_hair streaked_hair very_long_hair white_hair,s,11
9999916,9999916.jpg,hair_ornament pink_hair,s,0
9999913,9999913.jpg,ahoge blue_hair hair_ornament long_hair multicolored_hair ponytail white_hair,s,29
9999908,9999908.jpg,braid long_hair purple_hair,s,16
9999899,9999899.jpg,blue_hair long_hair,s,11
9999886,9999886.jpg,blue_hair short_hair,s,6
9999850,9999850.jpg,braid long_hair,s,4
9999849,9999849.jpg,braid long_hair purple_hair,s,7
9999848,9999848.jpg,braid long_hair,s,8
9999845,9999845.jpg,braid long_hair purple_hair,s,23
9999841,9999841.jpg,long_hair pink_hair twintails,s,7
9999840,9999840.jpg,blonde_hair short_hair,s,26
9999838,9999838.jpg,long_hair multicolored_hair streaked_hair twintails,s,3
9999832,9999832.jpg,brown_hair hair_between_eyes short_hair,s,8
9999824,9999824.jpg,black_hair hair_between_eyes,s,8
9999817,9999817.jpg,brown_hair short_hair,s,16
9999813,9999813.jpg,long_hair purple_hair,s,1
9999808,9999808.jpg,ahoge blue_hair hair_ornament long_hair multicolored_hair ponytail white_hair,s,16
9999805,9999805.jpg,blue_hair hair_between_eyes,s,12
9999799,9999799.jpg,long_hair white_hair,s,38
9999794,9999794.jpg,hair_between_eyes long_hair pink_hair very_long_hair,s,15
9999792,9999792.jpg,hair_between_eyes short_hair,s,13
9999787,9999787.jpg,braid long_hair multicolored_hair pink_hair streaked_hair very_long_hair,s,22
9999786,9999786.jpg,blue_hair multicolored_hair pink_hair,s,91
9999785,9999785.jpg,short_hair,s,14
9999782,9999782.jpg,short_hair,s,12
9999781,9999781.jpg,braid long_hair multicolored_hair pink_hair streaked_hair white_hair,s,9
9999778,9999778.jpg,brown_hair multicolored_hair streaked_hair white_hair,s,22
9999758,9999758.jpg,ahoge long_hair very_long_hair white_hair,s,28
9999749,9999749.jpg,black_hair hair_ornament long_hair twintails very_long_hair,s,37
9999738,9999738.jpg,ahoge grey_hair hair_between_eyes hair_ornament long_hair multicolored_hair,s,19
9999706,9999706.jpg,blonde_hair long_hair ponytail very_long_hair,s,26
9999703,9999703.jpg,short_hair,s,1
9999702,9999702.jpg,black_hair blonde_hair long_hair multicolored_hair,s,14
9999700,9999700.jpg,black_hair grey_hair hair_ornament long_hair multicolored_hair,s,52
9999696,9999696.jpg,blonde_hair long_hair ponytail,s,10
9999695,9999695.jpg,blonde_hair long_hair ponytail,s,8
9999693,9999693.jpg,blonde_hair long_hair ponytail,s,16
9999692,9999692.jpg,long_hair white_hair,s,2
9999690,9999690.jpg,braid long_hair multicolored_hair pink_hair streaked_hair very_long_hair white_hair,s,9
9999682,9999682.jpg,blue_hair hair_between_eyes hair_ornament long_hair,s,16
9999674,9999674.jpg,ahoge brown_hair hair_ornament,s,9
9999672,9999672.jpg,blonde_hair hair_ornament long_hair twintails,s,7
9999638,9999638.jpg,black_hair blonde_hair long_hair multicolored_hair ponytail streaked_hair,s,6
9999637,9999637.jpg,ponytail purple_hair,s,1
9999634,9999634.jpg,brown_hair long_hair very_long_hair,s,33
9999633,9999633.jpg,grey_hair long_hair sidelocks twintails,s,35
9999632,9999632.jpg,grey_hair long_hair sidelocks very_long_hair,s,7
9999631,9999631.jpg,brown_hair long_hair sidelocks very_long_hair,s,19
9999617,9999617.jpg,long_hair pink_hair twintails,s,18
9999614,9999614.jpg,hair_ornament pink_hair twintails,s,3
9999607,9999607.jpg,brown_hair short_hair,s,18
9999598,9999598.jpg,purple_hair twintails,s,10
9999596,9999596.jpg,brown_hair hair_ornament long_hair sidelocks twintails,s,7
9999595,9999595.jpg,purple_hair short_hair,s,13
9999588,9999588.jpg,twintails,s,13
9999585,9999585.jpg,black_hair long_hair,s,4
9999573,9999573.jpg,pink_hair short_hair,s,12
9999570,9999570.jpg,brown_hair short_hair,s,11
9999567,9999567.jpg,black_hair blue_hair multicolored_hair short_hair,s,34
9999562,9999562.jpg,long_hair pink_hair,s,0
9999561,9999561.jpg,multicolored_hair pink_hair white_hair,s,57
9999558,9999558.jpg,grey_hair long_hair,s,3
